"","ID","address","count","total_tra","bits_rec","bits_sent","balance"
"19381",19384,"1FtTkzBR8MJ7x7PcsKo9rpHfkXWoh9r4wG",2,0,0,0,0
"19382",19385,"1FTVfX8XxwNgqFegUehH83bWyFnJbcQSmm",1,273,188693363,188693363,0
"19383",19386,"1FTVsns9Vt1KGCcDd7P2KYBsnFwAc4EMDe",1,0,0,0,0
"19384",19387,"1FtX1xkEACXgZ1muXLwzGQrqkzHuiguyUk",1,0,0,0,0
"19385",19388,"1FTX49y88gHiCDTf3bJgYsg1uqeZ9fxmku",1,2,18878657,18878657,0
"19386",19389,"1FTxiAvUug1wU47Pr9g9YYtF6YfiSfwRbk",5,0,0,0,0
"19387",19390,"1FTY7Umi4qQpk7EyjxKcfkkaHvELvf35KJ",1,0,0,0,0
"19388",19391,"1Ftyt3VYmf39kHb7ucc9RAruWU2ZBXa4iD",1,0,0,0,0
"19389",19392,"1FTzcC133iLYa7bPefT9HDyeVfyFQ4qymU",2,0,0,0,0
"19390",19393,"1FtzYTACmwD9j1cXmMJQP6xFHsSe6sosGB",1,0,0,0,0
"19391",19394,"1FU17nav4PHjtBk8tX4nLE1ZJvD6LDcaBx",1,0,0,0,0
"19392",19395,"1Fu4wMJ1ytQ372KBMAYSBYPeCCRFHQkWFm",1,0,0,0,0
"19393",19396,"1Fu7fZ4ThGjo2cbwYL4qbo8Yf9GUE8uixe",3,0,0,0,0
"19394",19397,"1Fu8GQosjZ96Tv5WqC7eo3HibyJCm3pxoL",2,0,0,0,0
"19395",19398,"1Fua7YXc9KYJ7uYFLNfz5rQWcgN7nQVfrs",8,2,7407300,7407300,0
"19396",19399,"1FuBo615nKdtbw7s9A797f4UPvDrigRUSy",1,0,0,0,0
"19397",19400,"1FUbShifpErkYPyFAxWeHdJqjEML1bDdgt",1,0,0,0,0
"19398",19401,"1FubXjr7ALXj7m4FtDbmimkMNXNHbHUx3F",1,0,0,0,0
"19399",19402,"1Fuc994fyeqYe7rYBtqk3XvTQULPrHVwdP",3,0,0,0,0
"19400",19403,"1FuCAwBtLJTzxPNs7JPFVKTksZNcqFzvS6",10,2,19527106,19527106,0
"19401",19404,"1FucuwBRiHqHs2TV56HS3Xc8K4g4EAPpxe",1,0,0,0,0
"19402",19405,"1FuE2BUgb6DJAuapLRPXqbHj4oPdv2obiz",2,0,0,0,0
"19403",19406,"1FUFsUaSfxzT6tyQZ2jjv14YHeEXMdUXe7",1,0,0,0,0
"19404",19407,"1FUfuDPsWmDcfV2bZ4GXg1rEsFVmHSQhqD",1,0,0,0,0
"19405",19408,"1FUGmcZCSEWnQQf72Fo64LeAPU1zowXxSF",4,0,0,0,0
"19406",19409,"1FuGVs9chYdgZffPzSSdzKLyhZiS5aZwWE",2,0,0,0,0
"19407",19410,"1FuH2kvMqmVVXFVpewVbZHuTg6FJVRSaF4",7,2,12100000,12100000,0
"19408",19411,"1FUHBsz4LoT3YGACHVtXgHmPQuVdqnYNVH",1,0,0,0,0
"19409",19412,"1FUhe6JP9HRbhw6RzXVwRHpExFYUVbz3mF",1,26,1753313837,1753313837,0
"19410",19413,"1FUieDeAPMpTpz67aKfr1jsWXmJfvQ6V8w",13,2,26427383,26427383,0
"19411",19414,"1FuJa5pBySbBDp6sGd5gnzhMABnjPeLV86",1,0,0,0,0
"19412",19415,"1FuJs7Tf9ZNKzA9Wtw5NWbk2zC385g7cT6",1,0,0,0,0
"19413",19416,"1FujyR3FHcWPRubMrsSVEnao1u9d5ft8t5",1,0,0,0,0
"19414",19417,"1FuK9pzShc9HERR4nJeHyxdAi6CPc3A2BX",1,0,0,0,0
"19415",19418,"1FuKEvnXdExrB1YvmpWDkik7BWDzzncKz5",1,0,0,0,0
"19416",19419,"1FuKZr5mwbgumeQNdkRs3YSxPuqurjyZDh",3,0,0,0,0
"19417",19420,"1FumcvpjrNPiRVabxteA1iqr2XgJjHGCM6",1,0,0,0,0
"19418",19421,"1FuNsRCy6BWerTbRfgMNnatif5wrEjWGKJ",1,0,0,0,0
"19419",19422,"1Fuoh91wA44ofn5chrZnGrVUi2cwyQt7Qz",4,0,0,0,0
"19420",19423,"1FuoyB9m4qeqwL6kC6dsaCavxxbn3WVDV8",2,2,111386,111386,0
"19421",19424,"1FUPfg6ZBGgvHHZJpWD6Xw5J37EU8tm76s",8,0,0,0,0
"19422",19425,"1FupntJaZz7Mtx9nicNtBRSdNDxcpowrWD",1,0,0,0,0
"19423",19426,"1FuQNjhBXUqrzgD1DseUpYQ7jdRzurn8hZ",1,0,0,0,0
"19424",19427,"1FuRFoNJoPaEiqXFjqZcPHRtN31vEWV1M4",1,0,0,0,0
"19425",19428,"1FuSCRETgvUcCRMSfKvRomZe5YBi7T349b",2,0,0,0,0
"19426",19429,"1FusEKUxwfMJyzYE9wSLBSiRBwoEBHq8mB",1,0,0,0,0
"19427",19430,"1Fusw6K1S2jsATi8NRFXDF1HW8T15n6WFF",2,0,0,0,0
"19428",19431,"1FUtHJSarKZw2tcQ6SB4DhwWvXvGswYh6T",4,2,1e+07,1e+07,0
"19429",19432,"1FuUdb4d3fTFoB2iMrTHTBTSgqqNEKM6M4",1,4,19762239,19762239,0
"19430",19433,"1FUWSgsNMuTSyh2dfob8v6VjDPyvWkozRV",2,0,0,0,0
"19431",19434,"1FuwsZYagdWbqVapForBu6h1gWwjM3SrLQ",1,0,0,0,0
"19432",19435,"1FUx3vv2Bpu24QUY15kmbwe35PkJvqpkxT",1,0,0,0,0
"19433",19436,"1FuyCWH1w5gimuejfKL7TnjYNJx1c6ELqz",1,0,0,0,0
"19434",19437,"1FUyG8YaPyfJqJGZtjVjW6XNfKJXZJFs9a",1,0,0,0,0
"19435",19438,"1FUyNLnnzsjN28nN97PEYvU95vyq3gR85e",1,0,0,0,0
"19436",19439,"1FUyTo22cmWTpceG46y36yd3GvNiBmQo1V",1,0,0,0,0
"19437",19440,"1FuyViPyVzvNtWqjjJPvm7M7TnxPn4BuEQ",1,0,0,0,0
"19438",19441,"1FuYY8HgU5JSWPKcUGGUkVm4nr8qZw563K",1,0,0,0,0
"19439",19442,"1FUz9Z6ckTz8DkovSxeLAY6PcaEAomB5j5",1,0,0,0,0
"19440",19443,"1FUzWGR635GFtvLeNoxZXoVNtTkhrNBvr4",8,0,0,0,0
"19441",19444,"1Fv17P6AuPxbkawK1AgZDU2HrqDCMgEr4A",2,0,0,0,0
"19442",19445,"1Fv2v63GmYz7LsD9yDgA8LnasfsU7WsQtK",3,0,0,0,0
"19443",19446,"1Fv5mNDiZM8W7TqZ3PziQ3CRkEj6tudrcd",1,2,9e+05,9e+05,0
"19444",19447,"1FV7ifxtbbiGne7JqXcVC3xdKQ8tz7PvLy",1,4,2901810,2901810,0
"19445",19448,"1FV7oEqaKnKpeq9aCRFvviWch4mZ1AvPAu",1,0,0,0,0
"19446",19449,"1FV9vNqsXU44HCKkYbsXuJbruZeBtyoJ7",1,0,0,0,0
"19447",19450,"1Fv9ZLW2qQFBPggA38Vg8a5odRSJB5yJui",4,0,0,0,0
"19448",19451,"1FVabekqgegX9ZUMDk2a23wMDbDJAKa8rG",2,0,0,0,0
"19449",19452,"1FVBhZbS5WQPx6YTa1wgZMjnbARi8g5exa",1,0,0,0,0
"19450",19453,"1FVcELiN8swhFbSkbzzkMj2hqwGdjE2E5G",1,0,0,0,0
"19451",19454,"1FvCj1uAqUmsGHcejWtja7PJ3cs4JXZW9U",5,0,0,0,0
"19452",19455,"1FvDfkNEnGMc9qFg3W2AYv7CSphYqVcWKE",1,0,0,0,0
"19453",19456,"1FvEvkYC9ssnTpngTPPzddGsY5rdqHS5Z3",4,0,0,0,0
"19454",19457,"1FvFpNPmnQKF5QyiVkbfGTTJU9M7r1diPX",2,0,0,0,0
"19455",19458,"1FVh9Sq8B2nxGmFfkVQYct5TeNTgVZJEcf",1,0,0,0,0
"19456",19459,"1FVhU3Lb95P7yzPmrYZv2GUM4TDK41N7cV",2,33,15063251,15063251,0
"19457",19460,"1FvHvd3ERxyxDeQKjqRhww6P3qbB1msiK4",1,0,0,0,0
"19458",19461,"1FVieNrGxtwMUgMZrKkV4pNaRDJUKi4RFr",1,0,0,0,0
"19459",19462,"1FViUFQTpLU9cTgvGmWgsdzsP7etSvWn6H",1,0,0,0,0
"19460",19463,"1fvJdFCq16AJgmARqZtMd9GzrFysf7g1P",1,0,0,0,0
"19461",19464,"1FvjyzRweJo3Ye64GkYdQ5KzzH88FsUsid",3,0,0,0,0
"19462",19465,"1FVk2PoMJo3rxqMgC2WS14T8YXZz9C2cZ9",1,0,0,0,0
"19463",19466,"1FVLU61pJQdw7Qfp6d6195jWTDNh6xpy7F",1,0,0,0,0
"19464",19467,"1FVNEgUH8MwfTQdNNQV7M9jf1dD2KhkXa3",1,2,6769160,6769160,0
"19465",19468,"1FvpHNb312WhunCcyWm3HW9Lrtjyn4N7fg",1,2,28170000,28170000,0
"19466",19469,"1FVPrLUoj2ncHPktBsSkcuBK8qmeZukMXh",1,0,0,0,0
"19467",19470,"1FvpZV6YnBRCuPCw1Wx35fAYTkXKuMVnwm",1,0,0,0,0
"19468",19471,"1FvqhVbNTwdt9Hm9suAXu8wYqgPHyZ7z4s",1,0,0,0,0
"19469",19472,"1FVQy78AHpHVege2dy2z4nKt3QgsWvYpkn",3,0,0,0,0
"19470",19473,"1FVSFdfsKvhccvVgQyiUjEDCGHdBQrE53S",3,0,0,0,0
"19471",19474,"1FVtDRVUiS8K6zmmxAooU4k3fRQ5XeWozn",1,0,0,0,0
"19472",19475,"1FvtUcpe64yKipSTheTuqTm5CqGZRK53by",1,0,0,0,0
"19473",19476,"1FvURa1BTptV93vuUkWFdEpBV4xi9Bu1nw",1,0,0,0,0
"19474",19477,"1FVuyuSN41aa3JN9sn8qkuD2PmaMEMHHnc",186,14,194634978,194634978,0
"19475",19478,"1FVVqHnLvRqaYwkXeeW32wbMSkWKcG7aTz",1,0,0,0,0
"19476",19479,"1FvvS2uPyHvtsecvUY51v4DmneFWjbDcdp",1,0,0,0,0
"19477",19480,"1FvVWyq9Kp5Hy5hHfBbrzsQKyGb7eCeGuB",1,0,0,0,0
"19478",19481,"1Fvw2DKDYkUnrftfgH6GE656y1jQWjDQqa",3,0,0,0,0
"19479",19482,"1FvW7ixRXTYd1cNsn3LF125LzW6HAK8nyD",1,0,0,0,0
"19480",19483,"1FvWoMsaHDno8iXEzYZ5SExGDH3MzsFVmi",2,0,0,0,0
"19481",19484,"1FVXMBVRRkMVEGA6czJtLBSviQYaBWhVoe",1,0,0,0,0
"19482",19485,"1FvXy5nvDQce4vuWPTR56CoBeWmug7tCe9",1,0,0,0,0
"19483",19486,"1FVy79LdsVj6rt3AjZhATxzxLy7dXLGXdp",1,263,246704341,246069455,634886
"19484",19487,"1FVywDmnra2xxEWYCwb19MAZwvTaFvoCuh",1,2,8615995,8615995,0
"19485",19488,"1FvYYndUEpbubhDa8FdT3wfeDVihVUhTaC",2,0,0,0,0
"19486",19489,"1FVz43GH5s4Ja7SNHxRbCXz6KLXG1ggFh3",6,2,26660000,26660000,0
"19487",19490,"1FVZHKGS3PNuEc3Sphv73hqfqaNQ1MBmBz",54,0,0,0,0
"19488",19491,"1FvzzrPWkiAcofLSeZFwwjeLH5bgewue7v",12,9,45088083,45088083,0
"19489",19492,"1FW3XccRoDERqhWxT8mBpb9BWMeigMmGh4",1,0,0,0,0
"19490",19493,"1FW3xFQBRzWw8242Tb6M9deCo7KL7UNXLp",2,0,0,0,0
"19491",19494,"1FW6ti1Z4wgVqt3bds2ZEsXjw9LVtDY5Fn",1,22,18269707,18269707,0
"19492",19495,"1FW7YKWkaFqtTS6X9tBYy3cXNQvKSb1vSo",69,2,5544000,5544000,0
"19493",19496,"1FWArihcDDexTJt8aVhirWiMicu23mHfuy",3,0,0,0,0
"19494",19497,"1Fwbm4G4Asy4cDQbBFTnm6iprLUaahosXQ",1,15,149184493,149184493,0
"19495",19498,"1FWBRVbTz4E3hcRMnLBTfGiz8iSgYDtjGD",1,0,0,0,0
"19496",19499,"1FwCjrWL3qM41xdEFjajcJH7s6iE3pM7jX",2,0,0,0,0
"19497",19500,"1FwcPu6Tae1D76v1NU4uqs24JcSpdZ6xfW",1,0,0,0,0
"19498",19501,"1FwdrJ65oto2J2xr2Hog5hFrwuCEEQjvb6",1,0,0,0,0
"19499",19502,"1FwdTAGFFVEXL8XuQKMRn3LTxjzn6psGUk",1,0,0,0,0
"19500",19503,"1FweJWr13EbfX282RKrkqNiG89cK8oyiXW",1,0,0,0,0
"19501",19504,"1Fwf8MddpjYVAJeNc7pArPhisMizGf4vMd",1,0,0,0,0
"19502",19505,"1FWfmBRY3DrjxaWBxgKZFaDSp1UmzApYpq",1,3,14135288,14135288,0
"19503",19506,"1FWFQmpZCtbZ6efAXgyoCq2Rp1CLGrCnQw",1,0,0,0,0
"19504",19507,"1Fwg4Ky6sP6tZobvdUpRnzf1pj4Toz5Cvt",1,0,0,0,0
"19505",19508,"1FwGwx7ak6xSQsDPm32EtYiNSBSfXKyL9Y",1,0,0,0,0
"19506",19509,"1FWh14Su16ZSrBVXaSMN1nz4VYvCogAtg2",1,0,0,0,0
"19507",19510,"1FWHbxWZ9DMFD6aAndAqmMew6b1fb36Fcr",1,0,0,0,0
"19508",19511,"1FWhuhdQtFAUiRdAHitAP8L4YKzX1ZbZMC",4,0,0,0,0
"19509",19512,"1FWJDqQs3nHd56wmndde3Z1PkAJegRDGoX",1,0,0,0,0
"19510",19513,"1FWjNmPkRUvkn3di6sLKoJWgZvRamVGv9j",2,0,0,0,0
"19511",19514,"1FwJzJj6uVV9BqMNtm4DjBFn2DHT9j9JgQ",1,0,0,0,0
"19512",19515,"1FwKDCh31LFUpbywThVLb7GTqT2M2a44K2",2,0,0,0,0
"19513",19516,"1FWKhwgYxCYK4RhFqRBjPKoyicuGd3DrcY",1,0,0,0,0
"19514",19517,"1FwkkmwCHRiLJjEMkUEwXko8uXhrE2Q6nz",1,0,0,0,0
"19515",19518,"1FwKywUDVBmFTWA3ijLQWgduJi193VFSGF",1,0,0,0,0
"19516",19519,"1FwmMAFUaKA1YgoZL3VTga9HeQffnmgzAi",1,0,0,0,0
"19517",19520,"1FwmoeBoNdWzBX7rcmvHyUnm4vAmhqMiJp",2,0,0,0,0
"19518",19521,"1FwNif44g3hK8LFdmkKpysHY9BRAwyp2Ep",3,0,0,0,0
"19519",19522,"1FWp4FM69CtHe2hz4aP7kBJ8TSijebP536",1,0,0,0,0
"19520",19523,"1FwpPCP4WytTS2vxH1BApQ34VDTHWRG7bt",1,0,0,0,0
"19521",19524,"1FwrbbcRDqfcHEA3x3xN6DBq7tSqHebCnV",1,0,0,0,0
"19522",19525,"1FWRfkTtjBeg4uSEmqkY7XUue2YoXnXWvQ",2,0,0,0,0
"19523",19526,"1FwrvjmNJyTAYKEo8KRXrHUKR1TQP8nW22",1,0,0,0,0
"19524",19527,"1FwSkxAEyFYhZiuHy5Fh7qbiq6zNRYWA5M",1,0,0,0,0
"19525",19528,"1FwtBzpmFd5UiJi9BLVQ9PrZMhQJiHctxG",1,66,10402169,8815416,1586753
"19526",19529,"1Fwtn2BLE1bkSNvLXAgtjFBzavuyNvywq6",1,0,0,0,0
"19527",19530,"1FWtXZqNnZ9rZx7Cr7mcVuy4KD2oHahEoe",1,0,0,0,0
"19528",19531,"1FwUDRvYrJ7yfjYWkM1JchBuFZNZ3pYcjQ",17,2,1000,1000,0
"19529",19532,"1fWUnfZEg9b2sKXUeQHG81rMMMBmnsZuV",1,0,0,0,0
"19530",19533,"1FwUzHbNPk8yKTBbEqzPnd72BATPEGFYXF",1,0,0,0,0
"19531",19534,"1FWv1BdBptfK5ngmcP36Pf4sjZ1fbLULKg",6,0,0,0,0
"19532",19535,"1FwvimVwcRdyWULZNxSyquUB8m9oKHbxHT",1,0,0,0,0
"19533",19536,"1FWvyf14SXFo62iyX2orFJiof9PaLagBxK",2,0,0,0,0
"19534",19537,"1Fwx1g3bdv2jVpTwBceBXRNccbeGhFySC9",1,2,278480458,278480458,0
"19535",19538,"1FWXb55261gnNih5BduGC5nFnv9jPvw72W",1,4,2e+07,2e+07,0
"19536",19539,"1FWXXnUE7EB5dJkueF9v7FfNSePuB2tFCc",1,0,0,0,0
"19537",19540,"1FWy3GRsLWnVKPfSm7z967j2qVVXpqMPA7",1,0,0,0,0
"19538",19541,"1FWYBfzYd249TW1SGsBGjze2cyySSu7zuV",3,0,0,0,0
"19539",19542,"1FwYhp3rEieEfB8h7QeadVEQQF3hY1GXSX",2,0,0,0,0
"19540",19543,"1FX3G36zRxoTXsq5UsvUSGaRGT1E1M9umo",1,4,26247294,26247294,0
"19541",19544,"1Fx5cnVXGmWLFBEJGDHsrXocvbpWgaSa4T",1,8,19755207,19755207,0
"19542",19545,"1Fx5wmxhr9Rj6PKTRpS541XJosG3A5iuje",2,0,0,0,0
"19543",19546,"1Fx5ymoqidKdTGBseZiaLyTmPgcvMZTGLD",1,0,0,0,0
"19544",19547,"1FX6jVVLR3maBmSaQ953AHRFA7bxGik1KF",4,0,0,0,0
"19545",19548,"1Fx72jcyhxbrTNwvfoXd15WyDK4Bbcq6Ne",1,0,0,0,0
"19546",19549,"1FX7SmVGuAhXziAcaEMt4oTm9GbCnbpcAT",2,0,0,0,0
"19547",19550,"1FX89o8cbciYCyMCYBWFF2MdaGNDkkorTH",1,0,0,0,0
"19548",19551,"1FX8doMvTfcuHiLEBh2um11zXs7CJ4VrX1",2,0,0,0,0
"19549",19552,"1Fx99RL6cnT1gjsyMSHZR3kJgcgbLLL2td",14,0,0,0,0
"19550",19553,"1Fx9bVvkFuufFHB6zBuLp6mP4UcHw1wM1u",1,0,0,0,0
"19551",19554,"1Fx9xws61CpnxTV49kmi3yaMsPCrNXqib7",1,0,0,0,0
"19552",19555,"1FXAHRQFr6f5zE2EwKHg9Z5Z6fY2hEsCj",1,9,59601821,59601821,0
"19553",19556,"1FxaMrQyAarsfFohMnDPD1LVDYQqHjfmWA",1,2,408801,408801,0
"19554",19557,"1FXBNRpNtvZAG13UqtQCGm5vvHtsnCah3v",1,0,0,0,0
"19555",19558,"1FxdorXE4BoLphQdVnXNew2DW3iND3Arhp",2,0,0,0,0
"19556",19559,"1FxEKmVsfdCK3eWUujcZBKhuEYqnmgrb5i",1,0,0,0,0
"19557",19560,"1FXf6jtFW7SySGbQnC19GedK7KJ1xUkgGq",1,0,0,0,0
"19558",19561,"1FxfCvRL46zGueuUw3wPgPFF4jr3E3WBAK",1,0,0,0,0
"19559",19562,"1FXFDCuKx1zRxmbnf5wEUi75Dc1VHHmDMY",3,0,0,0,0
"19560",19563,"1Fxg2h8dUAsiFuviaQGFU32PhuQ8hP2Vho",1,2,4332962,4332962,0
"19561",19564,"1FxGxE6Fa7PFCckVg5BRUs1nzneX63ffX6",1,0,0,0,0
"19562",19565,"1FxJzfeufXgah9XTcVuEgj67sSBinZgMwL",1,0,0,0,0
"19563",19566,"1FXK89b6ELAWbDhSfMzB67pzhCjHahjZNA",1,0,0,0,0
"19564",19567,"1FxkCvhsTDqpncSkJXepnyPbBoaQDRsvmT",12,2,27908,27908,0
"19565",19568,"1FxKfNhqkwKcvNoY8Wt73tLb5xuN8HhNse",1,0,0,0,0
"19566",19569,"1FXKgNRDFbW7JjC2U3FiVSuLYejd3o4MKS",1,0,0,0,0
"19567",19570,"1FXNwmKGMU3g93gTGTiJLKvbkccHsHiahN",1,0,0,0,0
"19568",19571,"1FxNYg9qi5trurxHHF4SHsW37iyjasJQhY",1,0,0,0,0
"19569",19572,"1FxqGj7eCgHapqqYkTLrdTcuYxyj7p8Wfb",1,2,250000,250000,0
"19570",19573,"1FXrFkXtTc1MWrndGJirYUgpgrBw9kvham",2,2,30211678,30211678,0
"19571",19574,"1FxS9EvVWhtLv4GgNF6ETr2NVu3oKt5TXD",3,2,15501000,15501000,0
"19572",19575,"1FXsBSR9CpmdPLDqvAyhucdu6FAYmZ1ssy",2,0,0,0,0
"19573",19576,"1FxSKvPRdAzMBaKaRE1YcKfsVF54HXhy5w",2,0,0,0,0
"19574",19577,"1FXsY3bw1h668SuSkqkhkcpfKCG45mCaYE",1,6,35645514,35645514,0
"19575",19578,"1FxtDDctRDF4WYoZiuSb4xA4dWXk7faEo",3,0,0,0,0
"19576",19579,"1FxTZa3PM4dS9MoTAcWHHyQefW6WqpsLCM",10,0,0,0,0
"19577",19580,"1FxUAkGenF5Yb42nHPDS24ZhG5ci8wsKve",1,0,0,0,0
"19578",19581,"1FXUvRQwZtNQ5HGPuvtQcZ6Mb5fvnnD4kP",1,0,0,0,0
"19579",19582,"1Fxw8gJ2yhvRuUCYpEDtNbZivVHKrRgEet",1,0,0,0,0
"19580",19583,"1FXWZtYkkxxkoWZ1eZPoBYU41iPTXSQDLj",3,0,0,0,0
"19581",19584,"1FXXqb6pbukkW1Kcfo6ZKW2HZFayR78EbE",19,8,112276789,112276789,0
"19582",19585,"1Fxyde5dSYZ7FJn6BjK17m17VGXxnEzVU",1,0,0,0,0
"19583",19586,"1FXyGJvHWRotEot4cQECHrgsD4oWUDzY41",2,2,3385180,3385180,0
"19584",19587,"1FXz6EQkokVvHUWaDWhonWTXgJgp3kUrzv",1,0,0,0,0
"19585",19588,"1FXzMMPRQVBcvm6P5Z6RH2MZ5sNbQJoAhG",1,0,0,0,0
"19586",19589,"1FXZQ4mBC315fgJr5CVrbdxdV5ZL279xEB",2,0,0,0,0
"19587",19590,"1FY5z9v9zXd3wZhqoNqsdoGMdvBcvDgmk5",1,0,0,0,0
"19588",19591,"1Fy6Jwyubtoy4aWoTfPTVMSq4WV5LDqWtb",1,0,0,0,0
"19589",19592,"1FY7eT41CC48F7hchfnGrTZ6953MUHNoew",1,0,0,0,0
"19590",19593,"1FY7StU5nNdef8CPzCguhRceTTUxQv15cK",1,23,2390695,2390695,0
"19591",19594,"1FY8u24GvrPJeykcNss7yFzcYArY8bpXDS",2,0,0,0,0
"19592",19595,"1FY9GzMCoUErfHnWDKjsJiiUULWPJzxPw",1,0,0,0,0
"19593",19596,"1FYa1EXKQppACTnSVgyjWESomhxptAAgtK",3,0,0,0,0
"19594",19597,"1FYBgVmDcHadvpZRhykCLeRz4CQ7vxD9dT",2,0,0,0,0
"19595",19598,"1FYCCjMTux5GB1UJUZ1DrgegGPndg4S2Mi",1,0,0,0,0
"19596",19599,"1FycqU1s6xLzBYqP3yngVGpYwVRnbRwpdL",1,0,0,0,0
"19597",19600,"1FydD9kxn6rn7CdindJPcEtGNXNY7UeP2N",12,3,9034583,9034583,0
"19598",19601,"1FydDrNAXG168cGwDkuNMb3Xs6A8CfenyN",1,0,0,0,0
"19599",19602,"1FyedPPk923wRfmVphV1CLt3bVLGxHZXpK",2,19736,2668102034988,2668087726442,14308546
"19600",19603,"1FYFCC2ZXn8oed4fzXuVXJvgycGnsUCQuf",11,0,0,0,0
"19601",19604,"1Fyg1dMwrXgGqzaKgzPdMGpgfVAW8NGq7h",2,0,0,0,0
"19602",19605,"1FYG53a6NfY7Xq6LUkphYS9T3egPJou8aU",2,0,0,0,0
"19603",19606,"1FYH43NCm3V9coa9kzx9DkGQ2EPvJFoEgi",1,0,0,0,0
"19604",19607,"1FyieeaSmKSg8QXWRRgabWKkQ52NnURQLz",1,0,0,0,0
"19605",19608,"1FyifUuEz1FvWy5DeSmrBS6igdS7Twmt7",1,0,0,0,0
"19606",19609,"1FYiSZbZJxym7eGKfSQbZDHobFUuczNoXX",1,0,0,0,0
"19607",19610,"1fyiV9ZiKDqqa11dxRTepNV4PKBJ1FM7D",3,0,0,0,0
"19608",19611,"1FYiYyX51Zmv14sRYwRghutZnsPkhDuB4W",1,0,0,0,0
"19609",19612,"1FyK3tqKj6F3cShNg6UcapjvT4LqUNzeQL",1,0,0,0,0
"19610",19613,"1FYK4FeT6VYYmpWvLzavZLSGZPrMYUYBJz",2,0,0,0,0
"19611",19614,"1FYMZEHnszCHKTBdFZ2DLrUuk3dGwYKQxh",1,46,371497207,0,371497207
"19612",19615,"1FYn4mvfsge7TmcneKKXVia5WNWoRhfTXr",2,0,0,0,0
"19613",19616,"1FYPgkWxJQFcj8aYK9aFskvg2rEW8PNADA",1,0,0,0,0
"19614",19617,"1FypSnFrJTvgumD6w6QJM5mn6yrPi8NsAT",9,0,0,0,0
"19615",19618,"1FYqD4YtPpcnHyyMiFFigG53s51dob6xx1",1,2,3950000,3950000,0
"19616",19619,"1FYQF2r2u9YAYVHCsiypcjuNCT6iumpqCM",1,0,0,0,0
"19617",19620,"1FYQgnp9gzMFuQkJh2grnB4VeYPYH78sPy",1,18,18173996,18173996,0
"19618",19621,"1FyqLTbrZhncYC4KJ9XxYsuED7KHqjhsEf",1,0,0,0,0
"19619",19622,"1Fyqq3ZfVGAkoSEyhAGxcc78yfq4NJtMVZ",2,0,0,0,0
"19620",19623,"1FYQYRtHBw59Rs8gJ2F4ipGVNj7C4xcAyA",1,2,9110000,9110000,0
"19621",19624,"1FyRaVGrKLs2DaVxNxE7TkcMou8deZ3DdN",1,0,0,0,0
"19622",19625,"1FYrHdkYqjy7r8isyoxdhiwXwu1AkkjCM6",24,5,21023185,21023185,0
"19623",19626,"1FYRRZBtbWM5xRQjWQzwCkofcUPfd9m4Rb",3,4,17706871,17706871,0
"19624",19627,"1FySzaG5K1fueHGSEwfKTtgwAtj2vRYwAx",1,0,0,0,0
"19625",19628,"1FYSZgwqiFNZAUFwVJMRPbFrG6gi1FTckV",1,2,1582100,1582100,0
"19626",19629,"1Fyt9uXTojHzopuWS13Uk5cbdiQR1EK8d6",1,0,0,0,0
"19627",19630,"1FYTp9BjthkkvUqUUvou1dfPoPJ4X2uxZP",3,0,0,0,0
"19628",19631,"1FYu38p8tkY2wzTj93rwmdPbRF27UjNEyv",1,0,0,0,0
"19629",19632,"1FYUeRBpuDjboWVnaZ2wPw3BRUpvnCma1",1,0,0,0,0
"19630",19633,"1FyvjybQmjrf1NA8NPbAhF9bSMsrgGUJNS",1,0,0,0,0
"19631",19634,"1FyW5xn34ByVoPWne9VeBTf7R6Uii1SosZ",1,0,0,0,0
"19632",19635,"1FYYBnfUwLAVo3xMgJFxz9jRzcusCWAxH6",1,0,0,0,0
"19633",19636,"1FYzKYvUJhyQSr6fdbzYAqWZP7FNmwRAS8",2,0,0,0,0
"19634",19637,"1FYzz4goEPQbBt63LLYvraNHy44WgiafHq",2,0,0,0,0
"19635",19638,"1Fz1eDpogbtizWGAyfQTBwVERHmJSwWEtV",1,0,0,0,0
"19636",19639,"1Fz2GmPD6BqtkynNSJLAjS4TmSuncsYsJW",1,0,0,0,0
"19637",19640,"1Fz39eyEkfXN2czR98F3kXwXEj7nBYxsce",1,4,7800098,7800098,0
"19638",19641,"1FZ3c261j1hASqUKexC9qQiF6NYU8EWUr2",1,4,2902231,2902231,0
"19639",19642,"1FZ3EsM9PopghKiFmSJanJADSxak2Dwa3J",1,2,6454785,6454785,0
"19640",19643,"1Fz4NK2JEmpq1gctuVDoTuWgmCvpWCgcWP",1,0,0,0,0
"19641",19644,"1FZ6GmLoJ5sqkquzyCyzmJLzJQVWS4tKRg",2,0,0,0,0
"19642",19645,"1Fz6h7GvpHts66Z1Q7VVcXchePYxjbDQw9",39,9,30490786,30490786,0
"19643",19646,"1FZ6NsvbtovBKDWYA1HUceeoVdQdJFZgT6",25,2,27985257,27985257,0
"19644",19647,"1FZ6XyyKnMbRdBJjp8vCq1A3iscVpq2KNV",1,0,0,0,0
"19645",19648,"1FZ99f1Cvo4jqvyPnytyHvapTVpw78f7Jt",2,0,0,0,0
"19646",19649,"1FZ9CQtFWX497ng6SRwrgwnZUeeAJPder8",1,0,0,0,0
